Unnamed: 0,term,tag,value,pstv,neut,ngtv,dunno,distortion
5211,дрессіровочний,NEUT,0.0,0.1782,0.5743,0.1782,0.0693,0.3564
5212,дресирувальник,NEUT,0.3496,0.32,0.49,0.11,0.08,0.1478
5213,дрессировщица,NEUT,0.1,0.1786,0.5357,0.0714,0.2143,0.1
5214,дробить,NEUT,-0.2095,0.1373,0.5294,0.2451,0.0882,0.2141
5215,дробление,NEUT,-0.0455,0.0676,0.5676,0.1622,0.2027,0.0957
5216,дробовик,NGTV,-0.4819,0.1078,0.402,0.402,0.0882,0.1368
5217,дробь,NEUT,0.0053,0.1524,0.6,0.1048,0.1429,0.1768
5218,дрова,NEUT,0.1792,0.2353,0.5686,0.049,0.1471,0.0592
5219,дровишки,NEUT,0.3852,0.3564,0.495,0.0396,0.1089,0.044
5220,дровянік,NEUT,0.0357,0.1667,0.6,0.0333,0.2,0.04
5221,мерзнути,NEUT,-0.25,0.11,0.48,0.24,0.17,0.1604
5222,дрожать,NGTV,-0.5124,0.1028,0.3645,0.3925,0.1402,0.1297
5223,дріжджовий,NEUT,0.0,0.1538,0.8077,0.0,0.0385,0.0
5224,дрожь,NGTV,-0.4144,0.11,0.42,0.34,0.13,0.1456
5225,дрозд,NEUT,0.1792,0.233,0.5631,0.068,0.1359,0.0878
5226,дротик,NEUT,-0.1238,0.1,0.59,0.21,0.1,0.1476
5227,один,PSTV,1.0,0.7955,0.0682,0.0682,0.0682,0.07400000000000001
5228,один-приятель,PSTV,1.0,0.76,0.16,0.04,0.04,0.0421
5229,друган,PSTV,1.0,0.72,0.16,0.08,0.04,0.0889
5230,другое,NEUT,-0.0217,0.04,0.6,0.16,0.2,0.05
5231,другой,NEUT,0.0,0.122,0.7236,0.0894,0.065,0.155
5232,дружба,PSTV,1.0,0.9615,0.0385,0.0,0.0,0.0
5233,дружбан,PSTV,0.9324,0.6216,0.1892,0.027000000000000003,0.1622,0.0282
5234,дружелюбність,PSTV,1.0,0.92,0.04,0.0,0.04,0.0
5235,дружелюбность,PSTV,1.0,0.8077,0.1538,0.0,0.0385,0.0
5236,дружелюбный,PSTV,1.0,0.88,0.08,0.04,0.0,0.0418
5237,дружньому,PSTV,1.0,0.8,0.08,0.08,0.04,0.08800000000000001
5238,дружній,PSTV,1.0,0.9231,0.0385,0.0385,0.0,0.0401
5239,дружність,PSTV,1.0,0.9286,0.0357,0.0,0.0357,0.0
5240,дружній,PSTV,1.0,0.75,0.1429,0.0357,0.0714,0.0374
5241,дружить,PSTV,1.0,0.8462,0.0769,0.0,0.0769,0.0
5242,друже,PSTV,1.0,0.72,0.16,0.0,0.12,0.0
5243,дружний,PSTV,1.0,0.88,0.04,0.04,0.04,0.0418
5244,дружок,PSTV,0.9,0.6667,0.2222,0.0185,0.0926,0.019
5245,дружочек,PSTV,1.0,0.6832,0.099,0.099,0.1188,0.1134
5246,дригати,NEUT,-0.2212,0.1058,0.5192,0.2404,0.1346,0.1523
5247,Дригало,NEUT,-0.1,0.0,0.72,0.24,0.04,0.0
5248,дрыхнуть,NEUT,-0.0781,0.25,0.36,0.3,0.09,0.4583
5249,дряблость,NGTV,-1.0,0.0741,0.1481,0.7407,0.037000000000000005,0.0815
5250,в'ялий,NGTV,-1.0,0.0,0.1471,0.7941,0.0588,0.0
5251,погань,NGTV,-1.0,0.037000000000000005,0.1481,0.8148,0.0,0.0387
5252,старезний,NGTV,-0.9,0.0123,0.2346,0.7037,0.0494,0.0126
5253,дуб,NEUT,0.2632,0.2843,0.5489999999999999,0.049,0.1176,0.0575
5254,дубасити,NGTV,-1.0,0.098,0.1275,0.7157,0.0588,0.1115
5255,дубина,NGTV,-0.5597,0.0577,0.4038,0.4808,0.0577,0.0646
5256,кийок,NGTV,-0.6161,0.11,0.33,0.46,0.1,0.1363
5257,дубликат,NEUT,0.0,0.1212,0.6667,0.0606,0.1515,0.0909
5258,дублирование,NEUT,0.0,0.16,0.68,0.04,0.12,0.05
5259,дублювати,NEUT,0.0,0.08,0.76,0.04,0.12,0.06
5260,дублянка,NEUT,0.0625,0.2143,0.7143,0.0357,0.0357,0.0417
5261,дублёрша,NEUT,0.1667,0.24,0.6,0.03,0.13,0.0338
5262,дубовый,NEUT,-0.0769,0.0714,0.5714,0.1786,0.1786,0.1
5263,дуга,NEUT,0.0,0.0588,0.5294,0.0882,0.3235,0.098
5264,дугоподібний,NEUT,0.0902,0.2143,0.6607,0.0714,0.0536,0.0952
5265,дудіти,NEUT,0.0806,0.2,0.6333,0.0667,0.1,0.0889
5266,дудка,NEUT,0.1,0.1786,0.5357,0.0357,0.25,0.0429
5267,сопілка,NEUT,0.4915,0.39,0.4,0.1,0.11,0.1256
5268,дума,NEUT,0.0172,0.1786,0.6786,0.0714,0.0714,0.1
5269,думати,PSTV,0.6985,0.5865,0.3365,0.0192,0.0577,0.0199
5270,дути,NEUT,0.0,0.1333,0.6667,0.0667,0.1333,0.1
5271,дупло,NEUT,0.0,0.12,0.76,0.04,0.08,0.0533
5272,дурень,NGTV,-1.0,0.08,0.16,0.76,0.0,0.0884
5273,безглуздий,NGTV,-1.0,0.0,0.069,0.8966,0.0345,0.0
5274,дурощі,NGTV,-0.496,0.1471,0.3529,0.451,0.049,0.195
5275,дурень,NGTV,-1.0,0.04,0.08,0.8,0.08,0.042
5276,дурачить,NGTV,-0.9787,0.1569,0.1373,0.6078,0.098,0.1973
5277,дуріти,NEUT,-0.0435,0.2871,0.3168,0.3168,0.0792,0.5473
5278,дурник,NGTV,-0.7059,0.1579,0.2018,0.5,0.1404,0.2078
5279,дурачьyo,NGTV,-1.0,0.0385,0.0769,0.7692,0.1154,0.0404
5280,дурдом,NGTV,-0.9545,0.0833,0.1667,0.5833,0.1667,0.0952
5281,дуріти,NGTV,-1.0,0.037000000000000005,0.0741,0.8519,0.037000000000000005,0.0386
5282,дурить,NGTV,-1.0,0.08,0.16,0.72,0.04,0.0889
5283,дурнеть,NGTV,-1.0,0.0385,0.0769,0.7308,0.1538,0.0405
5284,поганий,NGTV,-1.0,0.0385,0.0385,0.9231,0.0,0.0401
5285,поганенька,NGTV,-0.7957,0.0777,0.2621,0.5922,0.068,0.0879
5286,дурість,NGTV,-1.0,0.069,0.1034,0.6207,0.2069,0.0766
5287,дурочка,NGTV,-0.8394,0.1,0.24,0.61,0.05,0.1164
5288,друшляк,NEUT,0.0,0.1111,0.7143,0.0635,0.1111,0.0998
5289,дурь,NGTV,-1.0,0.0,0.1071,0.8571,0.0357,0.0
5290,дурепа,NGTV,-0.6863,0.17,0.21,0.52,0.1,0.2256
5291,дуть,NEUT,0.0777,0.1961,0.6078,0.1569,0.0392,0.2824
5292,дутися,NGTV,-1.0,0.04,0.12,0.64,0.2,0.0425
5293,дух,NEUT,0.0,0.08,0.84,0.04,0.04,0.06
5294,духовка,NEUT,0.436,0.3786,0.4563,0.0485,0.1165,0.0548
5295,духовний,PSTV,0.7562,0.598,0.2941,0.0392,0.0686,0.0418
5296,задуха,NGTV,-0.9,0.0405,0.2297,0.6892,0.0405,0.0429
5297,душа,PSTV,0.5735,0.52,0.42,0.02,0.04,0.0208
5298,душова,NEUT,0.412,0.3725,0.4804,0.0294,0.1176,0.0317
5299,душевность,PSTV,1.0,0.88,0.08,0.04,0.0,0.0418
5300,душевний,PSTV,1.0,0.9032,0.0323,0.0323,0.0323,0.0334
5301,душогуб,NGTV,-1.0,0.0,0.0667,0.7,0.2333,0.0
5302,несамовитий,NGTV,-0.8394,0.1089,0.2376,0.604,0.0495,0.1286
5303,серденько,PSTV,1.0,0.8519,0.0741,0.037000000000000005,0.037000000000000005,0.0386
5304,запашний,PSTV,0.9545,0.7778,0.2222,0.0,0.0,0.0
5305,душити,NGTV,-1.0,0.0741,0.1481,0.6667,0.1111,0.0823
5306,душитися,NEUT,-0.1065,0.2353,0.4216,0.3039,0.0392,0.4175
5307,задушливий,NGTV,-1.0,0.04,0.12,0.8,0.04,0.042
5308,душок,NGTV,-0.8933,0.12,0.18,0.53,0.17,0.1472
5309,дуэлянт,NEUT,0.0,0.0667,0.5333,0.1333,0.2667,0.1
5310,дует,NEUT,0.4677,0.3922,0.4314,0.098,0.0784,0.1225
5311,дибки,NGTV,-0.5,0.08,0.41,0.41,0.1,0.0956
5312,дылда,NGTV,-0.9375,0.0,0.2222,0.7407,0.037000000000000005,0.0
5313,дим,NEUT,0.0,0.0,0.76,0.12,0.12,0.0
5314,диміти,NGTV,-0.575,0.08,0.37,0.46,0.09,0.0939
5315,диміти,NGTV,-0.3607,0.0541,0.4685,0.3153,0.1622,0.0633
5316,димний,NGTV,-0.4083,0.099,0.4257,0.3267,0.1485,0.129
5317,димової,NEUT,0.0,0.1333,0.6333,0.0667,0.1667,0.1
5318,дымоход,NEUT,0.0,0.1333,0.6667,0.0667,0.1333,0.1
5319,димчастий,NEUT,0.0,0.0667,0.8333,0.0333,0.0667,0.05
5320,динька,PSTV,0.9,0.6774,0.2258,0.0,0.0968,0.0
5321,диня,NEUT,0.4773,0.43,0.46,0.05,0.06,0.0558
5322,діра,NEUT,-0.3491,0.0891,0.4554,0.297,0.1584,0.1158
5323,диріща,NGTV,-0.6,0.0481,0.3462,0.4615,0.1442,0.0531
5324,дірка,NEUT,-0.1535,0.1154,0.5481,0.2115,0.125,0.1783
5325,дирокол,NEUT,0.0,0.0857,0.7714,0.0571,0.0857,0.0952
5326,дірочка,NEUT,0.1,0.1628,0.4884,0.0698,0.2791,0.0997
5327,дірявитимуть,NGTV,-0.5924,0.07,0.36,0.47,0.1,0.0804
5328,дірявий,NGTV,-0.7119,0.0777,0.301,0.5437,0.0777,0.0888
5329,дыхание,NEUT,0.4463,0.4352,0.5093,0.0185,0.037000000000000005,0.0193
5330,дихання,NEUT,0.54,0.45,0.4,0.01,0.14,0.0102
5331,дихальний,NEUT,0.3731,0.3578,0.5138,0.0367,0.0917,0.0405
5332,дыхнуть,NEUT,-0.0583,0.156,0.5321,0.1835,0.1284,0.2885
5333,дихати,PSTV,0.6667,0.56,0.35,0.02,0.07,0.0207
5334,дихати,NEUT,0.5,0.35,0.35,0.07,0.23,0.084
5335,дьявол,NGTV,-1.0,0.0882,0.0588,0.7353,0.1176,0.0988
5336,диявольськи,NGTV,-1.0,0.0769,0.1154,0.6538,0.1538,0.086
5337,диявольський,NGTV,-1.0,0.0741,0.0741,0.8148,0.037000000000000005,0.0808
5338,дюжини,NEUT,0.2534,0.2736,0.4245,0.1415,0.1604,0.2147
5339,дядечко,NEUT,0.4844,0.42,0.44,0.05,0.09,0.056
5340,дядечка,PSTV,0.7185,0.5588,0.3039,0.0294,0.1078,0.031
5341,дядька,NEUT,0.2925,0.28,0.5,0.1,0.12,0.1357
5342,дядечко,PSTV,0.9857,0.6389,0.1667,0.0833,0.1111,0.0942
5343,дядько,PSTV,0.564,0.4653,0.3861,0.0495,0.099,0.0548
5344,дятел,NEUT,0.387,0.3333,0.4608,0.0686,0.1373,0.0828
5345,смикання,NGTV,-0.6328,0.0654,0.3458,0.5047,0.0841,0.0739
5346,смикання,NGTV,-0.8421,0.0495,0.2475,0.6337,0.0693,0.0534
5347,смикання,NGTV,-0.9194,0.0,0.1875,0.5938,0.2188,0.0
5348,смикати,NEUT,-0.2686,0.0686,0.5784,0.3039,0.049,0.0841
5349,сіпатися,NGTV,-0.5149,0.01,0.44,0.46,0.09,0.0102
5350,дёрнуть,NEUT,-0.0625,0.0,0.7143,0.2143,0.0714,0.0
5351,смикнути,NEUT,-0.0806,0.0714,0.6786,0.2143,0.0357,0.0952
5352,е,NEUT,0.0556,0.1724,0.5862,0.069,0.1724,0.0966
5353,єврей,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
5354,єврейка,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
5355,еврейство,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
5356,євро,NEUT,0.3607,0.35,0.52,0.06,0.07,0.0703
5357,європеєць,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
5358,европейский,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
5359,євроремонт,NEUT,0.5085,0.4,0.39,0.03,0.18,0.0323
5360,єгипетський,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
5361,єгиптяни,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
5362,єгиптянин,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
5363,єгиптянка,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
5364,їжа,PSTV,0.6799,0.5833,0.3519,0.0463,0.0185,0.05
5365,ледь-ледь,NEUT,0.0,0.0385,0.7692,0.0769,0.1154,0.0577
5366,одиниця,NEUT,0.1122,0.2,0.58,0.08,0.14,0.112
5367,одиничка,NEUT,0.0915,0.2,0.6143,0.0429,0.1429,0.052000000000000005
5368,одиничний,NEUT,0.0,0.1786,0.7143,0.0714,0.0357,0.1
5369,єдиновладний,NEUT,-0.18600000000000005,0.22,0.34,0.34,0.1,0.3624
5370,единогласный,NEUT,0.0,0.1538,0.7308,0.0,0.1154,0.0
5371,единодушный,PSTV,0.75,0.52,0.26,0.08,0.14,0.0923
5372,единоличный,NEUT,-0.1532,0.198,0.3861,0.2871,0.1287,0.3346
5373,однодумність,PSTV,0.9444,0.68,0.2,0.08,0.04,0.0894
5374,однодумець,PSTV,1.0,0.6727,0.1545,0.1273,0.0455,0.1514
5375,однаковість,NEUT,-0.0357,0.04,0.72,0.2,0.04,0.048
5376,единорог,PSTV,0.775,0.5905,0.2762,0.0381,0.0952,0.0406
5377,единственный,NEUT,0.2972,0.3065,0.5403,0.0565,0.0968,0.0669
5378,єдність,PSTV,0.9828,0.7308,0.1923,0.0,0.0769,0.0
5379,єдиний,NEUT,0.5,0.4128,0.4128,0.0367,0.1376,0.04
5380,ожина,PSTV,0.5976,0.49,0.37,0.04,0.1,0.0433
5381,ожиновий,NEUT,0.4635,0.44,0.49,0.01,0.06,0.0102
5382,щорічний,NEUT,0.0,0.1154,0.6923,0.0385,0.1538,0.0513
5383,щоденник,NEUT,0.3226,0.3333,0.5489999999999999,0.0392,0.0784,0.0438
5384,щоденність,NEUT,0.0,0.12,0.72,0.04,0.12,0.0533
5385,щоденний,NEUT,0.1,0.2203,0.6609999999999999,0.0508,0.0678,0.0626
5386,щомісячний,NEUT,0.0,0.16,0.72,0.0,0.12,0.0
5387,щохвилинний,NEUT,0.0,0.069,0.7586,0.0345,0.1379,0.0517
5388,тижневик,NEUT,0.1983,0.2673,0.6139,0.0594,0.0594,0.0726
5389,щотижневий,NEUT,0.0172,0.1923,0.7308,0.0385,0.0385,0.0462
5390,щосекундний,NEUT,0.0,0.1538,0.8077,0.0,0.0385,0.0
5391,їжачиха,NEUT,0.3087,0.3069,0.5248,0.1188,0.0495,0.1648
5392,ежонок,PSTV,0.6364,0.5333,0.3619,0.0476,0.0571,0.0519
5393,їзда,NEUT,0.0909,0.2203,0.6779999999999999,0.0678,0.0339,0.0887
5394,ездить,NEUT,0.0,0.16,0.68,0.0,0.16,0.0
5395,їдьте,NEUT,0.0,0.12,0.68,0.04,0.16,0.0533
5396,ледве,NEUT,-0.2011,0.1188,0.4653,0.2079,0.2079,0.1867
5397,ледве-ледве,NGTV,-0.5075,0.0943,0.4151,0.4245,0.066,0.1153
5398,ялиновий,NEUT,0.19,0.2277,0.5347,0.0792,0.1584,0.1068
5399,ель,NEUT,0.371,0.36,0.52,0.04,0.08,0.0444
5400,енот,PSTV,0.6024,0.51,0.38,0.03,0.08,0.0318
5401,єралаш,PSTV,0.7564,0.5268,0.2589,0.1071,0.1071,0.1289
5402,дурниця,NGTV,-0.6951,0.0792,0.3267,0.5644,0.0297,0.0903
5403,казна-чим,NGTV,-0.8654,0.1,0.22,0.6,0.08,0.1167
5404,ерундовое,NGTV,-0.7844,0.0792,0.2574,0.5644,0.099,0.0903
5405,йоржистий,NGTV,-0.4762,0.0485,0.4272,0.3981,0.1262,0.0545
5406,природність,PSTV,0.619,0.52,0.37,0.04,0.07,0.0431
5407,природний,NEUT,0.5,0.4752,0.4752,0.0198,0.0297,0.0206
5408,природознавство,NEUT,0.4627,0.43,0.48,0.05,0.04,0.0558
5409,есть,NEUT,0.5196,0.4417,0.4167,0.0417,0.1,0.0456
5410,їхати,NEUT,0.0172,0.1923,0.7308,0.0385,0.0385,0.0462
5411,єхидствувати,NGTV,-1.0,0.0,0.1481,0.6296,0.2222,0.0
5412,єхидно,NGTV,-0.9107,0.02,0.22,0.68,0.08,0.0206
5413,ехидный,NGTV,-1.0,0.0769,0.0385,0.7692,0.1154,0.0846
5414,жаба,NEUT,-0.1188,0.1485,0.5743,0.2079,0.0693,0.2546
5415,жабра,NEUT,0.066,0.1754,0.5789,0.0351,0.2105,0.0421
5416,жайворонок,NEUT,0.5238,0.44,0.41,0.06,0.09,0.0682
5417,скнара,NGTV,-1.0,0.0714,0.1071,0.75,0.0714,0.0782
5418,скупитися,NGTV,-1.0,0.0741,0.1111,0.7037,0.1111,0.0819
5419,жадібність,NGTV,-1.0,0.04,0.08,0.88,0.0,0.0418
5420,жадібний,NGTV,-1.0,0.0,0.0,1.0,0.0,0.0
5421,жаднюга,NGTV,-1.0,0.0,0.0,0.88,0.12,0.0
5422,спрага,NGTV,-0.6391,0.0594,0.3267,0.4851,0.1287,0.0667
5423,жаждать,NEUT,0.2043,0.3,0.43,0.18,0.09,0.28800000000000003
5424,шкодувати,NEUT,0.4115,0.3981,0.2963,0.1667,0.1389,0.2364
5425,жалити,NGTV,-1.0,0.0882,0.1765,0.7059,0.0294,0.0993
5426,жалітися,NGTV,-0.507,0.18,0.24,0.45,0.13,0.252
5427,жалюгідний,NGTV,-0.9375,0.0508,0.2034,0.6779999999999999,0.0678,0.0547
5428,жалкостью,NGTV,-0.6974,0.13,0.24,0.47,0.16,0.166
5429,жалоба,NGTV,-0.8158,0.0594,0.2574,0.6139,0.0693,0.0652
5430,жалібно,NGTV,-0.9231,0.04,0.2,0.64,0.12,0.0425
5431,жалібний,NGTV,-0.9175,0.0926,0.1852,0.5833,0.1389,0.1073
5432,жалувати,PSTV,0.6890000000000001,0.4907,0.2037,0.1574,0.1481,0.2079
5433,скаржитися,NGTV,-0.8759999999999999,0.0459,0.2385,0.6697,0.0459,0.049
5434,жалісливість,NEUT,0.0321,0.33,0.23,0.31,0.13,0.6012
5435,жалісливий,NEUT,-0.3038,0.1468,0.3394,0.3119,0.2018,0.2159
5436,жалость,NEUT,0.1151,0.3519,0.2778,0.2778,0.0926,0.4971
5437,жанр,NEUT,0.225,0.2736,0.5849,0.0283,0.1132,0.0312
5438,жар,NEUT,-0.2731,0.1683,0.4455,0.3366,0.0495,0.2525
5439,жар-птиця,PSTV,0.6951,0.57,0.33,0.02,0.08,0.0207
5440,спека,NEUT,-0.2646,0.1453,0.453,0.2906,0.1111,0.2179
5441,жаргон,NGTV,-0.5357,0.09,0.36,0.4,0.15,0.1103
5442,жаргонный,NGTV,-0.4651,0.1,0.35,0.35,0.2,0.1286
5443,смажений,NEUT,0.0172,0.1786,0.6786,0.0714,0.0714,0.1
5444,смажити,NEUT,0.1724,0.2385,0.5872,0.0917,0.0826,0.127
5445,смажитися,NEUT,0.0,0.1786,0.7143,0.0714,0.0357,0.1
5446,спека,NGTV,-0.7632,0.1262,0.2718,0.5631,0.0388,0.1545
5447,жаркий,NEUT,0.3268,0.28,0.456,0.112,0.152,0.1568
5448,жаркое,NEUT,0.0178,0.1826,0.5304,0.1739,0.113,0.3395
5449,жаропонижающий,PSTV,0.6933,0.55,0.32,0.06,0.07,0.0665
5450,жати,NEUT,0.0,0.129,0.5484,0.0645,0.2581,0.0968
5451,жвачка,NEUT,0.1137,0.23,0.51,0.17,0.09,0.2957
5452,чекати,NEUT,0.0152,0.1619,0.619,0.1524,0.0667,0.2958
5453,жування,NEUT,0.0,0.0769,0.7308,0.0385,0.1538,0.0577
5454,жувальний,NEUT,0.0,0.16,0.64,0.0,0.2,0.0
5455,жувати,NEUT,0.0,0.15,0.7167,0.0667,0.0667,0.0963
5456,жевачка,NEUT,0.2075,0.2381,0.5333,0.1333,0.0952,0.208
5457,желание,PSTV,0.6724,0.5702,0.3509,0.0351,0.0439,0.0372
5458,бажаність,PSTV,0.9,0.6364,0.2121,0.0303,0.1212,0.0317
5459,бажаний,PSTV,1.0,0.84,0.08,0.04,0.04,0.0419
5460,бажаність,PSTV,0.7636,0.56,0.27,0.07,0.1,0.0788
5461,бажаний,PSTV,0.7832,0.59,0.27,0.05,0.09,0.0542
5462,желатиновий,NEUT,0.0,0.0857,0.6857,0.0286,0.2,0.0381
5463,бажати,NEUT,0.4449,0.396,0.4653,0.0594,0.0792,0.0683
5464,желе,NEUT,0.3926,0.36,0.49,0.06,0.09,0.07
5465,залізяка,NEUT,0.0,0.0741,0.7778,0.037000000000000005,0.1111,0.0556
5466,железнодорожник,NEUT,0.3049,0.3173,0.5481,0.0385,0.0962,0.0431
5467,залізничний,NEUT,0.0,0.16,0.76,0.0,0.08,0.0
5468,залізний,NEUT,0.0943,0.2143,0.6531,0.0306,0.102,0.035
5469,залізо,NEUT,0.2358,0.26,0.54,0.08,0.12,0.1046
5470,железобетонный,NEUT,0.0,0.16,0.64,0.04,0.16,0.05
5471,железяка,NEUT,0.0,0.0385,0.7692,0.1538,0.0385,0.0481
5472,желеобразный,NEUT,0.0,0.1667,0.7,0.0667,0.0667,0.0933
5473,желтеть,NEUT,-0.006,0.1287,0.5446,0.1386,0.1881,0.2482
5474,жовтизна,NEUT,-0.2,0.1066,0.5246,0.2295,0.1393,0.156
5475,жовтуватий,NEUT,0.0,0.04,0.8,0.08,0.08,0.06
5476,желтоволосый,NEUT,0.0,0.0769,0.7692,0.0385,0.1154,0.0577
5477,жовтоокий,NEUT,0.0,0.0656,0.6393,0.1475,0.1475,0.0947
5478,жовток,NEUT,0.2627,0.297,0.5743,0.0099,0.1188,0.0102
5479,шлунок,NEUT,0.2279,0.2821,0.5983,0.0256,0.094,0.028
5480,шлуночок,NEUT,0.2009,0.2475,0.5644,0.0099,0.1782,0.0103
5481,желудочный,NEUT,0.1,0.2258,0.6774,0.0323,0.0645,0.0369
5482,желчь,NGTV,-0.6964,0.0971,0.2913,0.5049,0.1068,0.1158
5483,перли,NEUT,0.4643,0.4167,0.463,0.037000000000000005,0.0833,0.0403
5484,жемчужина,PSTV,0.9194,0.6333,0.2,0.0667,0.1,0.0737
5485,перлинка,PSTV,0.7031,0.5769,0.3269,0.0577,0.0385,0.0635
5486,жемчужница,NEUT,0.4057,0.3168,0.4158,0.0495,0.2178,0.0572
5487,жемчужный,NEUT,0.4851,0.44,0.46,0.03,0.07,0.032
5488,дружина,PSTV,0.6885,0.5545,0.3267,0.0396,0.0792,0.0424
5489,одружений,NEUT,0.375,0.3431,0.4902,0.0882,0.0784,0.1109
5490,женить,NEUT,0.24,0.3366,0.3762,0.1881,0.099,0.2932
5491,женитьба,PSTV,0.5957,0.4519,0.3365,0.1154,0.0962,0.1448
5492,одружитися,PSTV,0.7696,0.5842,0.2772,0.0792,0.0594,0.0899
5493,жених,PSTV,0.6504,0.49,0.32,0.08,0.11,0.0931
5494,женихаться,NEUT,0.15,0.2963,0.2685,0.213,0.2222,0.366
5495,женишок,NEUT,-0.2698,0.1881,0.3465,0.3564,0.1089,0.2874
5496,женоненавистник,NGTV,-0.9828,0.037000000000000005,0.1852,0.7037,0.0741,0.039
5497,женский,NEUT,0.4391,0.3564,0.4257,0.099,0.1188,0.1265
5498,женственность,PSTV,0.7562,0.598,0.2941,0.0392,0.0686,0.0418
5499,жіночний,PSTV,0.6885,0.5437,0.3204,0.068,0.068,0.0765
5500,жінка,PSTV,0.5667,0.4857,0.4,0.0667,0.0476,0.0758
5501,жеребец,NEUT,0.1,0.2,0.6,0.0667,0.1333,0.0889
5502,жеребкування,NEUT,0.0581,0.1905,0.6429,0.0714,0.0952,0.0982
5503,жеребёнок,NEUT,0.5373,0.4528,0.4057,0.0566,0.0849,0.0637
5504,жеребёночек,PSTV,0.9,0.6667,0.2222,0.0,0.1111,0.0
5505,жертва,NGTV,-1.0,0.08,0.12,0.68,0.12,0.0894
5506,жертводавець,NEUT,0.4184,0.4476,0.2476,0.2095,0.0952,0.3076
5507,жертвовать,NEUT,0.0777,0.2927,0.3659,0.2439,0.0976,0.4472
5508,жертвоприношение,NGTV,-0.9085,0.0833,0.1944,0.5972,0.125,0.095
5509,жест,NEUT,0.0,0.037000000000000005,0.8148,0.1111,0.037000000000000005,0.0494
5510,жестикулировать,NEUT,0.0,0.12,0.76,0.04,0.08,0.0533
5511,жестикуляция,NEUT,0.2091,0.2453,0.5472,0.0566,0.1509,0.0697
5512,жестковатий,NGTV,-0.5593,0.1,0.37,0.44,0.09,0.1227
5513,жорстокий,NGTV,-1.0,0.08,0.08,0.76,0.08,0.0884
5514,жестокость,NGTV,-1.0,0.0,0.0357,0.9286,0.0357,0.0
5515,жесточайший,NGTV,-1.0,0.0769,0.0769,0.7308,0.1154,0.085
5516,жесть,NGTV,-0.8208,0.06,0.24,0.58,0.12,0.0662
5517,бляшанка,NEUT,-0.1,0.0667,0.5,0.1667,0.2667,0.0933
5518,жетон,NEUT,0.0,0.0857,0.7714,0.0571,0.0857,0.0952
5519,жетончик,NEUT,0.0,0.1481,0.8148,0.0,0.037000000000000005,0.0
5520,палити,NGTV,-0.4189,0.0792,0.4257,0.3366,0.1584,0.0978
5521,жечься,NGTV,-0.9375,0.0816,0.1837,0.6122,0.1224,0.0925
5522,печіння,NGTV,-1.0,0.04,0.12,0.6,0.24,0.0427
5523,жжёный,NGTV,-0.3571,0.0388,0.5243,0.3495,0.0874,0.0431
5524,живенько,PSTV,1.0,0.7857,0.1429,0.0357,0.0357,0.0373
5525,живете,NEUT,0.516,0.43,0.41,0.09,0.07,0.1088
5526,живність,NEUT,0.5,0.4216,0.4216,0.0588,0.098,0.067
5527,живодёр,NGTV,-1.0,0.0385,0.0,0.8846,0.0769,0.0401
5528,живої,PSTV,0.7258,0.5825,0.3107,0.0388,0.068,0.0414
5529,живописание,PSTV,1.0,0.7143,0.1429,0.0714,0.0714,0.0786
5530,живописець,PSTV,0.9,0.72,0.24,0.0,0.04,0.0
5531,мальовничість,PSTV,0.9444,0.68,0.2,0.08,0.04,0.0894
5532,мальовничий,PSTV,1.0,0.8571,0.1071,0.0357,0.0,0.0372
5533,живопись,PSTV,0.708,0.5463,0.3056,0.037000000000000005,0.1111,0.0395
5534,живіт,NEUT,0.0,0.1786,0.75,0.0,0.0714,0.0
5535,животик,PSTV,0.6193,0.45,0.32,0.1,0.13,0.1222
5536,животновод,NEUT,0.5333,0.41,0.35,0.11,0.13,0.1395
5537,животноводство,NEUT,0.4531,0.3832,0.4112,0.1121,0.0935,0.145
5538,животный,NEUT,0.0821,0.19,0.59,0.15,0.07,0.2684
5539,живучий,PSTV,0.9057,0.6337,0.2079,0.099,0.0594,0.1145
5540,жиденький,NEUT,-0.2977,0.13,0.47,0.29,0.11,0.1883
5541,жидкий,NEUT,0.0,0.1724,0.6897,0.069,0.069,0.0966
5542,жидковатый,NEUT,-0.1,0.08,0.57,0.19,0.16,0.1137
5543,жидкость,NEUT,0.0556,0.1923,0.6538,0.0385,0.1154,0.0462
5544,жизнелюб,PSTV,1.0,0.7308,0.0385,0.0769,0.1538,0.085
5545,жизнелюбие,PSTV,1.0,1.0,0.0,0.0,0.0,0.0
5546,жизненный,PSTV,0.6429,0.5294,0.3529,0.0294,0.0882,0.031
5547,жизнеобеспечение,PSTV,0.6732,0.57,0.35,0.03,0.05,0.0316
5548,життєрадісність,PSTV,1.0,0.8462,0.1538,0.0,0.0,0.0
5549,жизнерадостный,PSTV,1.0,0.8846,0.0385,0.0385,0.0385,0.0401
